10	9	8
3
4	20	100	10
650
5	1	180	5	(98,15),(132,5),(162,15),(222,18),(402,10)
8	2	95	9	(92,17),(183,14),(210,15),(239,9),(274,6),(352,13),(360,14),(411,18),(438,10)
10	3	291	0	
10	4	143	5	(98,12),(129,11),(134,8),(262,10),(402,8)
15	5	66	0	
22	6	285	3	(36,10),(266,7),(501,6)
22	7	279	10	(265,13),(499,10),(752,10),(955,6),(1168,16),(1243,19),(1391,11),(1619,6),(1712,11),(1908,15)
26	8	41	7	(13,13),(17,10),(58,16),(61,8),(65,18),(81,15),(122,16)
32	9	149	6	(128,9),(153,20),(177,14),(240,14),(384,10),(442,8)
35	10	39	9	(19,10),(43,17),(52,14),(88,18),(103,8),(118,20),(136,14),(167,7),(191,11)
38	11	48	8	(21,12),(22,10),(27,19),(69,15),(71,19),(116,11),(135,6),(163,10)
40	12	177	9	(39,18),(178,7),(229,17),(392,16),(454,14),(591,13),(755,11),(831,18),(929,10)
41	13	42	6	(12,13),(29,8),(54,12),(90,7),(128,5),(160,14)
46	14	114	3	(55,8),(109,7),(158,20)
52	15	176	2	(14,5),(180,8)
55	16	124	3	(105,13),(139,15),(174,18)
60	17	159	6	(79,10),(161,9),(218,16),(273,5),(318,16),(350,9)
65	18	53	0	
72	19	139	7	(0,6),(106,11),(237,18),(245,20),(375,13),(487,8),(618,17)
75	20	30	9	(23,16),(36,20),(52,17),(81,13),(82,20),(90,20),(113,12),(114,10),(121,10)
81	21	229	8	(131,20),(291,20),(400,14),(517,17),(745,10),(923,12),(1056,12),(1186,8)
87	22	272	9	(110,11),(359,12),(603,12),(835,10),(1064,15),(1086,17),(1270,9),(1428,8),(1483,12)
93	23	86	7	(3,7),(6,13),(29,15),(65,15),(118,14),(192,5),(200,6)
94	24	89	0	
99	25	126	10	(71,19),(92,7),(186,6),(275,6),(369,19),(425,12),(539,9),(563,10),(600,9),(710,12)
104	26	196	9	(71,14),(155,11),(207,10),(393,5),(452,17),(612,17),(634,13),(693,7),(830,13)
110	27	56	5	(55,20),(57,7),(105,12),(106,19),(157,16)
110	28	271	1	(193,5)
110	29	233	2	(157,15),(380,19)
115	30	100	6	(94,19),(181,15),(204,12),(251,6),(255,20),(298,18)
116	31	294	3	(95,9),(226,15),(378,10)
116	32	271	9	(140,17),(205,9),(246,13),(325,15),(399,18),(440,6),(459,11),(465,11),(637,20)
116	33	115	1	(108,7)
117	34	128	2	(60,5),(73,19)
121	35	247	3	(208,12),(278,9),(331,9)
126	36	88	10	(59,19),(112,5),(188,18),(248,6),(276,20),(277,16),(360,9),(372,20),(417,14),(478,20)
132	37	84	10	(44,10),(57,11),(103,10),(108,5),(179,16),(239,20),(255,14),(311,16),(327,20),(361,19)
138	38	52	9	(16,9),(18,17),(44,20),(64,6),(104,10),(122,17),(173,17),(183,12),(190,9)
139	39	107	7	(40,19),(101,11),(145,17),(208,7),(238,8),(292,10),(398,8)
140	40	107	4	(96,20),(127,6),(158,9),(161,20)
147	41	249	2	(84,6),(256,16)
147	42	241	6	(50,12),(158,15),(398,13),(534,5),(728,12),(923,18)
152	43	207	5	(41,9),(64,13),(172,10),(238,7),(437,13)
152	44	91	10	(73,16),(120,19),(165,8),(230,9),(282,14),(294,11),(347,14),(347,10),(358,15),(377,5)
155	45	222	4	(33,14),(213,14),(269,5),(408,18)
