2	7	3
3
4	20	100	10
640
4	1	273	6	(220,15),(239,14),(264,16),(461,20),(653,14),(901,15)
10	2	195	1	(111,6)
11	3	56	4	(41,12),(79,14),(108,14),(126,17)
14	4	42	3	(2,14),(19,10),(30,14)
15	5	98	1	(51,12)
17	6	143	6	(72,10),(90,8),(91,15),(226,5),(288,10),(428,12)
21	7	219	5	(80,11),(232,12),(320,5),(480,20),(570,11)
25	8	158	1	(46,12)
30	9	230	1	(107,20)
30	10	257	5	(0,6),(9,9),(83,5),(209,7),(376,11)
30	11	21	0	
34	12	48	10	(30,12),(33,12),(49,15),(52,9),(82,8),(126,14),(129,9),(135,16),(162,16),(165,17)
60	23	190	2	(7,14),(147,9)
60	24	271	10	(170,15),(317,8),(567,10),(693,15),(926,10),(1119,14),(1228,17),(1367,6),(1412,7),(1484,5)
65	25	201	5	(26,13),(122,16),(229,5),(423,17),(443,6)
71	26	133	4	(49,10),(59,17),(175,15),(202,12)
74	27	101	5	(51,18),(89,7),(141,13),(166,12),(262,20)
79	28	32	1	(17,9)
83	29	201	1	(180,19)
85	30	86	8	(57,12),(100,15),(146,17),(158,9),(158,11),(231,10),(238,20),(279,7)
88	31	241	1	(190,13)
91	32	208	0	
98	33	244	4	(142,7),(241,16),(302,8),(344,14)
105	34	31	0	
106	35	203	0	
107	36	101	10	(41,19),(47,19),(144,19),(197,13),(255,13),(264,8),(275,6),(366,9),(461,18),(535,9)
112	37	262	0	
118	38	95	9	(62,5),(157,18),(227,20),(271,15),(328,13),(421,14),(496,5),(540,9),(594,20)
125	39	181	6	(75,17),(85,9),(214,12),(215,6),(273,16),(323,9)
130	40	251	3	(228,19),(425,14),(601,5)
135	41	260	1	(50,6)
135	42	87	3	(23,11),(63,18),(76,7)
141	43	46	8	(27,18),(54,18),(79,5),(82,16),(110,5),(151,13),(152,18),(171,8)
145	44	66	7	(28,15),(33,20),(61,18),(80,8),(113,15),(158,14),(172,19)
150	45	135	10	(4,6),(36,17),(75,6),(96,8),(142,18),(270,8),(400,9),(510,12),(540,7),(637,16)
156	46	22	1	(20,15)
156	47	114	5	(114,15),(195,8),(217,20),(244,17),(261,7)
159	48	197	10	(11,14),(41,10),(138,14),(232,20),(292,18),(353,16),(436,18),(436,19),(603,12),(750,18)
161	49	80	1	(31,14)
163	50	260	8	(13,17),(250,18),(283,15),(514,14),(640,17),(655,9),(675,18),(773,11)
168	51	172	5	(151,5),(268,20),(309,10),(371,5),(428,20)
171	52	118	5	(22,17),(129,9),(160,10),(275,10),(377,12)
177	53	108	7	(89,18),(175,14),(266,18),(366,9),(439,9),(461,10),(480,12)
184	54	246	4	(80,8),(148,20),(276,6),(349,20)
186	55	229	2	(184,11),(186,9)
191	56	158	7	(132,17),(262,11),(286,13),(376,14),(441,19),(477,7),(520,11)
191	57	181	3	(98,5),(179,20),(253,12)
197	58	10	5	(5,17),(10,14),(16,16),(23,16),(25,5)
197	59	211	0	
202	60	79	8	(75,17),(108,11),(121,19),(191,16),(270,17),(345,18),(415,16),(469,10)
207	61	149	3	(136,10),(179,5),(191,17)
212	62	58	0	
214	63	204	8	(50,20),(80,14),(201,16),(344,12),(501,11),(619,18),(648,11),(657,13)
216	64	67	5	(31,15),(46,7),(76,18),(82,5),(147,15)
219	65	167	10	(162,20),(248,7),(294,9),(300,12),(316,15),(482,10),(542,18),(707,11),(761,19),(895,5)
226	66	90	7	(12,9),(69,12),(82,19),(163,11),(229,13),(297,12),(370,19)
230	67	98	10	(75,14),(154,14),(158,16),(215,7),(237,12),(322,8),(409,14),(472,14),(518,20),(533,16)
232	68	204	8	(68,6),(223,16),(308,5),(448,5),(479,14),(661,6),(704,18),(769,7)
232	69	67	6	(26,14),(71,7),(97,14),(111,9),(160,10),(182,10)
237	70	206	6	(64,7),(165,12),(365,11),(375,12),(472,13),(564,14)
244	71	142	2	(80,20),(163,15)
246	72	165	3	(13,18),(17,19),(76,9)
249	73	14	5	(12,8),(20,12),(24,13),(30,15),(44,15)
249	74	164	2	(93,12),(246,7)
254	75	175	3	(24,5),(29,19),(179,5)
256	76	199	6	(1,10),(34,11),(88,7),(171,5),(198,17),(266,9)
259	77	249	6	(142,8),(192,11),(424,10),(521,19),(698,19),(743,5)
260	78	120	8	(4,6),(26,6),(123,6),(166,5),(260,19),(373,20),(480,16),(524,11)
265	79	289	2	(123,18),(368,13)
265	80	185	0	
267	81	78	8	(33,14),(67,19),(138,9),(146,7),(190,18),(235,14),(309,10),(349,10)
267	82	51	6	(22,16),(61,14),(102,6),(102,8),(149,12),(164,13)
272	83	280	8	(178,9),(186,13),(220,8),(320,9),(434,9),(585,18),(778,17),(931,10)
277	84	105	8	(46,13),(138,12),(212,20),(245,11),(298,10),(346,20),(397,14),(429,9)
284	85	256	8	(79,9),(132,10),(382,14),(540,8),(655,13),(699,10),(852,9),(1028,16)
285	86	258	7	(128,19),(222,14),(350,15),(577,5),(744,16),(990,11),(1009,14)
287	87	225	4	(176,6),(242,9),(349,8),(412,10)
291	88	138	2	(68,10),(82,18)
293	89	178	7	(127,19),(234,15),(402,14),(533,15),(576,14),(686,14),(856,14)
299	90	216	8	(92,9),(145,16),(282,6),(453,14),(657,10),(750,15),(928,17),(1050,16)
306	91	145	8	(119,11),(149,5),(224,14),(369,11),(469,10),(514,10),(563,12),(569,15)
306	92	230	4	(59,11),(107,5),(284,9),(312,14)
307	93	165	10	(41,16),(151,9),(243,13),(302,19),(341,11),(414,12),(489,8),(493,19),(573,15),(618,19)
312	94	298	2	(167,9),(167,7)
319	95	141	9	(123,8),(135,6),(240,18),(306,9),(407,11),(477,6),(550,12),(689,8),(804,14)
320	96	40	7	(28,19),(61,17),(99,7),(108,11),(126,8),(150,17),(172,19)
326	97	19	10	(4,16),(12,6),(22,9),(40,16),(57,18),(58,14),(66,9),(79,11),(84,15),(95,15)
332	98	111	5	(10,14),(53,6),(78,15),(141,13),(242,12)
333	99	118	6	(1,7),(96,7),(162,5),(272,12),(281,5),(373,11)
337	100	115	2	(97,20),(177,9)
342	101	62	5	(20,10),(31,9),(50,10),(92,19),(109,7)
342	102	227	9	(103,19),(164,20),(326,5),(401,8),(441,20),(567,6),(730,14),(779,17),(958,6)
346	103	218	4	(79,5),(272,6),(326,19),(517,16)
351	104	86	0	
358	105	51	0	
359	106	250	1	(229,7)
359	107	229	5	(18,17),(30,15),(182,6),(349,12),(512,11)
360	108	222	4	(86,10),(160,6),(188,5),(274,16)
365	109	167	9	(48,18),(113,16),(116,18),(235,6),(383,10),(540,7),(618,5),(728,5),(770,20)
367	110	228	1	(65,18)
373	111	14	7	(8,15),(8,5),(15,9),(23,8),(26,6),(36,17),(42,7)
373	112	198	4	(172,19),(254,5),(401,10),(562,9)
380	113	118	10	(30,19),(72,12),(102,12),(121,19),(169,6),(259,11),(357,19),(381,5),(423,20),(455,18)
384	114	51	10	(13,15),(24,18),(25,17),(64,14),(76,15),(119,20),(161,6),(203,7),(241,19),(278,17)
391	115	99	10	(13,11),(101,8),(158,8),(231,11),(265,12),(300,5),(382,15),(456,16),(485,15),(582,15)
391	116	290	7	(240,8),(422,16),(486,18),(547,6),(589,18),(644,7),(695,15)
397	117	195	0	
402	118	73	2	(57,17),(89,14)
403	119	279	3	(218,10),(439,20),(458,9)
403	120	73	3	(64,11),(113,15),(114,6)
407	121	100	10	(75,16),(170,10),(244,19),(280,14),(296,12),(350,16),(410,12),(422,15),(424,8),(430,15)
407	122	69	0	
409	123	102	2	(88,13),(126,14)
415	124	290	10	(49,13),(112,13),(131,10),(189,13),(227,10),(336,10),(457,5),(692,17),(964,10),(1201,19)
421	125	110	8	(15,18),(56,8),(116,13),(128,14),(229,20),(247,16),(264,8),(333,18)
424	126	83	7	(7,5),(71,19),(123,7),(194,17),(234,6),(241,6),(300,6)
429	127	30	6	(16,14),(44,10),(73,14),(83,13),(101,14),(114,17)
430	128	43	4	(13,19),(56,20),(87,9),(110,13)
437	129	147	3	(38,9),(117,17),(212,5)
438	130	255	4	(214,12),(406,16),(491,18),(635,13)
439	131	206	7	(166,11),(358,9),(507,8),(592,19),(704,14),(758,11),(865,6)
444	132	62	3	(35,5),(36,7),(76,19)
444	133	164	5	(21,17),(173,16),(185,9),(299,11),(401,6)
445	134	241	4	(206,13),(286,9),(486,7),(697,8)
450	135	136	4	(136,19),(206,12),(308,9),(363,11)
453	136	209	0	
453	137	81	10	(22,20),(77,18),(88,19),(99,15),(111,7),(146,18),(196,5),(266,13),(284,19),(324,20)
460	138	93	4	(42,8),(102,20),(159,17),(247,5)
461	139	149	0	
461	140	195	8	(94,11),(108,10),(209,7),(387,15),(428,13),(562,19),(751,10),(896,12)
462	141	241	4	(200,17),(419,7),(446,16),(532,8)
465	142	258	7	(233,11),(393,13),(630,20),(792,17),(988,8),(1217,13),(1239,20)
472	143	11	5	(6,11),(17,16),(22,18),(24,20),(28,17)
473	144	106	10	(95,10),(113,10),(208,5),(212,15),(255,11),(346,5),(447,8),(530,12),(580,15),(597,5)
476	145	251	2	(10,5),(112,14)
479	146	81	5	(70,6),(110,14),(123,6),(125,12),(165,17)
481	147	161	1	(43,7)
486	148	243	8	(165,15),(346,16),(409,15),(637,8),(666,11),(902,8),(981,9),(1098,18)
491	149	22	6	(7,11),(16,7),(28,11),(34,20),(51,12),(51,8)
491	150	179	9	(10,19),(154,20),(297,15),(307,11),(378,10),(481,12),(541,8),(698,13),(852,13)
497	151	248	8	(111,9),(273,19),(437,13),(489,13),(676,7),(803,18),(859,8),(1078,13)
499	152	276	6	(138,19),(225,10),(434,10),(506,11),(524,13),(524,10)
501	153	230	8	(76,10),(243,8),(263,8),(394,11),(409,7),(612,7),(702,18),(707,12)
507	154	63	3	(29,6),(47,18),(100,20)
512	155	202	3	(127,5),(227,16),(261,9)
517	156	70	6	(25,13),(87,17),(100,18),(136,9),(164,15),(165,9)
524	157	112	4	(112,7),(177,5),(263,20),(360,8)
528	158	197	9	(176,8),(268,6),(319,7),(398,8),(411,9),(476,19),(588,20),(718,7),(729,11)
535	159	29	1	(26,8)
535	160	136	9	(116,9),(192,16),(193,15),(316,5),(399,6),(509,7),(533,10),(666,20),(706,14)
541	161	70	9	(68,20),(99,12),(151,16),(196,14),(266,10),(317,18),(340,9),(349,15),(389,13)
544	162	24	5	(1,12),(7,12),(12,11),(20,17),(32,5)
545	163	222	2	(76,8),(139,8)
545	164	289	3	(151,14),(354,14),(581,15)
551	165	272	7	(1,8),(30,11),(148,16),(367,7),(479,8),(504,20),(529,9)
557	166	202	6	(159,10),(180,10),(212,17),(308,19),(503,17),(625,20)
562	167	44	5	(8,8),(39,9),(57,18),(101,7),(104,8)
564	168	16	8	(3,19),(8,13),(20,11),(34,13),(44,7),(58,9),(59,12),(66,16)
571	169	199	9	(26,13),(76,14),(78,8),(140,9),(245,16),(312,10),(485,8),(672,9),(806,17)
575	170	270	10	(173,10),(426,15),(663,11),(915,12),(1059,7),(1122,5),(1348,11),(1497,8),(1758,8),(1940,11)
576	171	192	6	(187,7),(377,11),(504,14),(561,18),(666,20),(756,5)
582	172	204	3	(155,6),(328,6),(412,14)
587	173	31	10	(21,8),(48,11),(61,12),(92,20),(104,12),(108,16),(139,16),(170,9),(184,16),(184,12)
589	174	73	5	(15,11),(23,15),(75,9),(100,18),(134,5)
594	175	197	8	(182,10),(234,15),(377,15),(565,16),(684,20),(869,14),(896,15),(1082,16)
594	176	253	10	(191,8),(349,17),(465,6),(528,16),(546,17),(761,6),(939,7),(1023,8),(1216,13),(1418,12)
