5	4	2
3
4	20	100	10
300
2	1	218	5	(40,8),(106,8),(226,15),(258,16),(463,16)
9	2	62	1	(14,14)
14	3	113	5	(15,18),(50,6),(157,5),(196,16),(227,13)
14	4	147	2	(104,8),(251,13)
17	5	236	3	(200,9),(279,10),(399,14)
23	6	176	8	(120,9),(182,11),(221,19),(226,10),(228,19),(321,20),(411,18),(418,20)
26	7	118	7	(102,10),(219,18),(254,9),(357,14),(470,7),(512,9),(576,8)
32	8	226	9	(216,20),(331,18),(508,11),(529,17),(637,11),(780,8),(802,18),(812,7),(1035,18)
39	9	112	8	(87,12),(197,20),(303,5),(347,18),(429,16),(442,13),(506,19),(585,6)
41	10	276	4	(141,5),(282,13),(350,11),(518,16)
47	11	57	10	(46,12),(89,17),(123,14),(159,7),(197,17),(205,18),(235,5),(239,11),(257,9),(302,18)
47	12	60	4	(0,11),(6,18),(28,8),(43,5)
49	13	110	4	(71,12),(149,19),(169,13),(169,15)
52	14	285	8	(111,9),(350,13),(382,11),(628,11),(785,6),(913,20),(1105,12),(1304,12)
55	15	210	7	(60,20),(174,20),(311,10),(480,7),(638,9),(677,18),(698,13)
60	16	128	6	(126,10),(242,9),(253,8),(282,5),(308,15),(357,14)
66	17	94	2	(8,5),(52,13)
68	18	13	1	(5,14)
68	19	92	10	(1,14),(64,13),(90,10),(115,5),(159,15),(206,12),(230,12),(235,17),(308,10),(388,11)
74	20	172	9	(122,12),(202,20),(338,5),(499,5),(594,13),(625,15),(695,13),(779,18),(895,7)
74	21	281	9	(170,12),(417,11),(562,12),(813,8),(1085,15),(1282,19),(1314,6),(1400,8),(1555,17)
74	22	124	7	(74,13),(169,14),(258,18),(380,7),(435,6),(454,9),(497,6)
76	23	40	6	(10,12),(39,13),(78,7),(114,11),(140,7),(163,17)
77	24	187	10	(181,18),(258,8),(427,13),(542,7),(659,9),(680,6),(857,18),(966,10),(1026,6),(1048,19)
80	25	294	0	
85	26	86	3	(55,17),(136,6),(184,12)
88	27	84	2	(6,7),(68,17)
88	28	102	0	
93	29	34	0	
97	30	121	8	(11,20),(85,12),(206,9),(313,20),(420,16),(522,17),(558,13),(631,5)
103	31	30	0	
104	32	247	2	(3,19),(177,13)
111	33	161	2	(110,5),(167,19)
114	34	153	5	(21,12),(173,5),(242,5),(311,10),(414,20)
118	35	180	7	(26,11),(83,19),(255,12),(285,8),(301,13),(380,11),(408,14)
124	36	166	4	(48,16),(133,10),(194,7),(333,12)
128	37	66	3	(1,13),(24,8),(61,8)
132	38	273	1	(97,10)
132	39	155	4	(128,5),(240,18),(380,18),(385,13)
139	40	22	0	
144	41	298	1	(136,12)
149	42	204	10	(69,11),(183,16),(248,5),(410,5),(449,9),(516,6),(678,15),(791,16),(899,12),(962,18)
152	43	207	1	(202,17)
158	44	158	5	(30,7),(176,14),(219,14),(364,8),(417,15)
161	45	109	6	(93,13),(158,9),(200,16),(239,20),(281,9),(313,12)
168	46	40	5	(1,16),(37,17),(59,6),(98,14),(112,12)
172	47	70	1	(33,10)
173	48	34	7	(23,13),(41,5),(57,13),(63,6),(77,16),(79,16),(91,6)
176	49	236	4	(194,19),(394,5),(409,7),(433,6)
178	50	105	0	
178	51	286	10	(80,8),(221,13),(404,15),(428,5),(433,8),(670,9),(949,14),(1070,6),(1154,10),(1385,16)
179	52	176	9	(93,14),(222,20),(343,17),(420,8),(589,9),(663,12),(699,10),(872,17),(974,13)
182	53	180	1	(0,20)
183	54	147	1	(26,5)
183	55	104	5	(78,16),(145,15),(180,17),(221,13),(258,19)
188	56	254	4	(52,9),(231,15),(385,5),(401,9)
194	57	276	0	
195	58	101	3	(43,18),(76,6),(167,20)
196	59	81	6	(22,20),(43,13),(109,17),(131,8),(162,20),(192,6)
203	60	268	1	(256,18)
203	61	252	1	(81,20)
203	62	288	1	(24,8)
210	63	37	10	(11,12),(35,11),(58,6),(91,10),(96,7),(111,17),(145,16),(163,8),(198,12),(219,5)
212	64	165	5	(150,10),(200,20),(288,6),(328,12),(360,10)
212	65	24	9	(13,8),(21,7),(24,11),(45,19),(46,6),(46,10),(56,6),(58,15),(75,12)
