5	4	2
3
4	20	100	10
400
2	1	112	0	
3	2	72	1	(59,7)
8	3	36	5	(5,11),(17,14),(53,17),(59,6),(87,14)
14	4	248	8	(150,10),(183,7),(227,16),(422,16),(545,11),(645,14),(695,16),(852,20)
14	5	10	1	(3,9)
17	6	193	8	(30,18),(160,9),(304,8),(482,5),(664,20),(771,9),(773,14),(867,15)
24	7	14	10	(3,16),(10,19),(13,10),(19,20),(28,11),(37,9),(49,17),(57,14),(60,10),(64,14)
28	8	247	0	
29	9	281	9	(136,13),(369,9),(489,9),(509,13),(786,20),(1023,5),(1203,11),(1238,6),(1464,7)
30	10	241	10	(103,19),(190,15),(288,14),(467,17),(616,8),(793,5),(876,7),(980,19),(1084,15),(1247,12)
36	11	76	0	
36	12	288	2	(30,20),(35,16)
36	13	79	7	(64,10),(92,19),(94,18),(169,7),(175,10),(237,19),(251,14)
40	14	88	6	(51,13),(108,16),(115,19),(138,7),(150,6),(238,18)
40	15	248	9	(15,16),(191,5),(271,20),(519,12),(706,12),(880,7),(975,12),(1040,13),(1125,10)
41	16	179	7	(5,18),(121,6),(266,8),(384,9),(563,17),(576,7),(701,7)
48	17	102	4	(32,18),(76,19),(175,5),(275,5)
51	18	195	8	(190,6),(317,12),(439,12),(609,9),(716,7),(902,20),(905,11),(919,12)
55	19	107	4	(93,18),(137,18),(152,13),(248,8)
58	20	227	2	(119,17),(279,10)
59	21	11	1	(2,11)
65	22	116	6	(68,15),(116,11),(162,16),(235,6),(340,7),(444,13)
69	23	231	1	(15,11)
69	24	251	1	(214,16)
72	25	65	6	(20,20),(41,6),(43,5),(90,15),(121,15),(137,7)
74	26	57	3	(23,19),(34,6),(64,11)
81	27	263	0	
86	28	279	7	(127,13),(135,13),(410,19),(508,11),(736,18),(882,9),(1088,20)
90	29	71	3	(33,9),(92,11),(129,18)
97	30	40	6	(39,15),(46,17),(83,8),(105,16),(106,7),(129,16)
102	31	219	2	(184,18),(255,5)
104	32	214	4	(122,20),(159,8),(250,14),(281,6)
106	33	293	10	(261,18),(425,16),(589,12),(800,19),(878,9),(968,11),(1113,14),(1331,6),(1403,7),(1631,14)
111	34	19	3	(17,18),(17,13),(29,17)
115	35	27	10	(27,9),(31,20),(31,6),(44,8),(54,18),(57,5),(68,13),(90,6),(108,11),(124,19)
121	36	167	4	(154,6),(290,6),(315,12),(421,18)
126	37	158	5	(54,15),(195,5),(327,12),(336,6),(381,15)
129	38	193	2	(28,5),(30,12)
131	39	200	7	(61,7),(116,8),(129,20),(181,5),(375,7),(408,6),(601,8)
138	40	83	3	(75,15),(148,7),(181,6)
143	41	104	6	(57,14),(128,18),(140,11),(197,10),(205,20),(220,19)
146	42	290	4	(217,5),(385,11),(513,18),(801,18)
148	43	41	9	(30,16),(59,12),(63,17),(92,12),(102,18),(134,15),(155,8),(174,16),(201,17)
154	44	68	1	(57,8)
157	45	184	4	(54,8),(218,15),(392,7),(523,14)
159	46	294	6	(87,6),(237,16),(435,9),(464,14),(589,12),(869,20)
162	47	56	10	(19,8),(43,6),(84,7),(93,18),(137,18),(173,6),(201,18),(222,18),(271,5),(326,8)
168	48	43	9	(41,15),(45,15),(67,13),(93,14),(121,9),(154,8),(185,10),(218,15),(255,15)
172	49	256	4	(59,11),(262,12),(359,8),(471,12)
174	50	91	8	(59,5),(124,7),(171,13),(173,20),(255,16),(287,6),(348,17),(370,18)
178	51	285	1	(71,11)
185	52	70	1	(8,18)
190	53	218	1	(26,9)
190	54	83	3	(68,9),(146,10),(157,9)
192	55	251	6	(153,9),(247,20),(489,10),(516,17),(694,18),(809,9)
198	56	239	1	(164,16)
200	57	60	2	(19,18),(30,13)
201	58	100	8	(49,16),(136,15),(226,16),(252,10),(283,17),(283,20),(328,7),(387,19)
208	59	282	8	(211,12),(232,13),(376,15),(631,19),(877,15),(965,13),(1069,6),(1111,16)
209	60	136	3	(13,6),(70,7),(154,6)
212	61	262	10	(158,11),(175,6),(212,6),(302,17),(363,16),(448,5),(591,18),(756,7),(923,14),(1030,15)
212	62	277	4	(90,20),(244,9),(517,18),(652,7)
213	63	229	2	(198,13),(287,18)
220	64	175	4	(127,19),(239,6),(274,10),(297,16)
221	65	243	7	(157,6),(244,20),(258,8),(436,15),(477,15),(667,10),(689,13)
228	66	62	6	(49,20),(80,13),(101,8),(134,7),(136,20),(190,14)
228	67	95	6	(44,20),(46,14),(132,13),(181,14),(276,6),(305,15)
234	68	153	10	(135,20),(243,8),(303,7),(420,10),(547,18),(653,11),(737,13),(855,20),(962,18),(1025,14)
237	69	83	3	(43,12),(100,15),(106,9)
239	70	146	1	(73,10)
241	71	233	0	
245	72	233	2	(49,20),(118,16)
250	73	138	0	
253	74	268	5	(108,7),(266,20),(510,20),(512,6),(773,15)
253	75	13	1	(3,17)
260	76	228	1	(70,9)
261	77	195	8	(5,15),(65,9),(148,7),(152,16),(221,12),(223,13),(324,16),(465,13)
261	78	281	7	(163,6),(197,8),(245,6),(436,10),(624,7),(632,13),(699,14)
262	79	208	8	(133,8),(176,17),(361,14),(446,8),(455,14),(523,12),(538,11),(679,16)
266	80	173	10	(10,19),(57,20),(169,8),(215,13),(348,20),(361,12),(386,13),(421,17),(425,20),(448,5)
272	81	29	8	(14,15),(33,9),(41,20),(62,13),(89,13),(105,13),(132,15),(159,12)
272	82	176	10	(125,14),(157,6),(163,8),(202,18),(347,7),(482,5),(657,7),(817,5),(905,10),(944,9)
273	83	191	8	(68,16),(215,11),(336,8),(428,6),(495,7),(545,6),(561,18),(610,18)
278	84	85	0	
284	85	46	0	
286	86	291	0	
287	87	63	7	(9,13),(50,15),(97,14),(152,15),(194,11),(226,16),(264,18)
294	88	100	8	(44,6),(44,6),(132,8),(172,9),(177,6),(259,7),(339,6),(419,12)
294	89	45	2	(34,13),(60,18)
301	90	69	3	(27,16),(70,18),(134,14)
308	91	150	10	(145,11),(283,6),(426,19),(475,14),(486,16),(574,18),(625,20),(689,12),(825,15),(945,19)
313	92	238	1	(218,9)
318	93	261	4	(172,16),(260,18),(379,18),(439,9)
323	94	241	5	(184,18),(407,15),(407,20),(563,14),(642,13)
327	95	164	9	(105,15),(245,15),(363,11),(463,7),(589,9),(738,16),(773,7),(796,5),(825,16)
328	96	202	7	(124,6),(260,15),(323,19),(380,15),(469,9),(513,15),(560,15)
332	97	123	1	(24,14)
337	98	170	10	(132,8),(211,14),(272,8),(311,14),(376,17),(481,18),(651,6),(764,9),(843,19),(1013,9)
344	99	217	10	(99,11),(195,14),(342,5),(497,16),(549,9),(665,5),(833,19),(1026,14),(1033,15),(1112,19)
349	100	26	3	(22,14),(29,9),(46,16)
350	101	121	9	(110,13),(228,10),(258,17),(272,14),(330,5),(444,6),(550,16),(568,12),(643,6)
355	102	231	9	(137,14),(252,18),(461,11),(630,10),(668,11),(672,8),(852,6),(939,11),(1161,5)
361	103	241	4	(151,9),(191,8),(217,15),(400,19)
361	104	40	1	(24,13)
367	105	97	0	
368	106	278	4	(166,13),(184,13),(350,12),(351,17)
375	107	242	5	(94,18),(97,12),(234,17),(417,19),(642,20)
379	108	249	7	(237,8),(378,19),(531,10),(551,11),(700,15),(896,10),(924,8)
380	109	85	4	(10,12),(64,10),(128,10),(184,7)
381	110	263	9	(55,9),(154,18),(202,12),(218,8),(267,10),(382,19),(473,11),(565,7),(651,17)
381	111	176	10	(162,19),(326,15),(341,13),(442,12),(533,7),(658,6),(692,10),(727,20),(784,19),(877,14)
384	112	79	3	(24,12),(52,7),(53,17)
384	113	162	0	
386	114	240	9	(37,19),(136,19),(366,7),(549,20),(571,17),(605,20),(700,6),(939,17),(1130,18)
391	115	74	0	
397	116	150	8	(12,16),(117,5),(194,5),(270,18),(383,16),(456,14),(488,11),(607,17)
399	117	238	1	(65,14)
401	118	40	8	(14,16),(19,18),(56,5),(66,20),(81,6),(108,11),(119,9),(147,13)
407	119	97	10	(75,9),(85,15),(161,6),(234,8),(290,19),(301,15),(340,6),(378,17),(463,14),(471,13)
408	120	74	0	
412	121	192	2	(119,19),(167,5)
416	122	256	4	(22,18),(27,7),(95,17),(237,11)
417	123	186	10	(46,12),(103,20),(214,10),(362,14),(462,14),(554,15),(602,9),(698,14),(792,10),(962,5)
422	124	269	0	
423	125	21	1	(0,12)
429	126	37	9	(22,16),(50,10),(71,19),(101,15),(111,13),(125,11),(130,5),(166,6),(187,6)
434	127	96	0	
435	128	77	5	(21,17),(32,20),(64,17),(132,19),(160,14)
439	129	195	0	
445	130	216	0	
449	131	250	5	(222,10),(245,16),(376,9),(416,17),(520,16)
456	132	279	1	(104,12)
459	133	236	1	(152,14)
466	134	266	7	(251,7),(384,8),(397,16),(518,15),(712,16),(921,12),(1073,20)
472	135	173	10	(166,13),(338,20),(358,20),(464,17),(510,8),(617,9),(682,5),(812,5),(923,6),(1035,6)
476	136	127	5	(3,11),(88,19),(124,13),(137,15),(202,7)
483	137	204	6	(203,20),(215,19),(358,19),(495,8),(515,17),(541,17)
484	138	116	5	(84,16),(196,8),(305,16),(315,12),(366,9)
491	139	194	10	(3,13),(189,18),(218,10),(305,8),(313,11),(486,19),(662,18),(761,11),(906,11),(922,10)
497	140	200	4	(172,17),(311,11),(466,18),(585,18)
498	141	73	3	(68,18),(118,13),(138,7)
499	142	252	10	(82,7),(331,12),(366,8),(577,5),(796,6),(1006,9),(1180,8),(1221,8),(1254,10),(1328,11)
499	143	123	3	(71,7),(191,6),(269,19)
502	144	173	8	(42,17),(68,11),(145,18),(256,5),(266,11),(340,14),(425,19),(477,20)
507	145	127	1	(115,13)
511	146	171	7	(16,11),(68,5),(199,6),(343,14),(391,17),(457,8),(462,6)
514	147	170	5	(127,8),(159,14),(181,8),(313,12),(427,15)
515	148	147	10	(21,10),(131,14),(167,19),(228,16),(289,20),(315,17),(358,10),(411,19),(498,15),(541,12)
520	149	215	6	(49,19),(167,11),(209,6),(270,20),(460,18),(539,6)
523	150	34	6	(26,11),(53,11),(58,19),(85,17),(85,12),(87,7)
526	151	252	4	(1,10),(122,14),(278,6),(473,9)
